path,name,parent_path,node_type,file_type,category,purpose,defines,execution_role,used_by,depends_on,inputs,outputs,side_effects,env_config_requirements,related_files,doc_role,doc_content_summary,doc_purpose,doc_discusses,doc_references,doc_time_horizon,doc_style,doc_apparent_overlap,doc_status_signals,doc_decision_support_notes,confidence,excluded_reason
fight-caves-RL/buffer/src/test/kotlin/world/gregs/voidps/buffer/write/WriterTest.kt,WriterTest.kt,fight-caves-RL/buffer/src/test/kotlin/world/gregs/voidps/buffer/write,file,Kotlin,tests,Test source file for the enclosing module.,WriterTest; writer; setup; skip; assertByte; assertBytes,test,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic,build-logic,fight-caves-RL,directory,Directory,tooling,Included Gradle build-logic project containing custom plugin and task source.,Not applicable,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/build-logic/build.gradle.kts; fight-caves-RL/build-logic/gradle.properties; fight-caves-RL/build-logic/settings.gradle.kts,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/build.gradle.kts,build.gradle.kts,fight-caves-RL/build-logic,file,Kotlin,tooling,Gradle build configuration for the enclosing module.,Unknown,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/gradle.properties,gradle.properties,fight-caves-RL/build-logic,file,File,tooling,Gradle properties file for build settings.,Unknown,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/settings.gradle.kts,settings.gradle.kts,fight-caves-RL/build-logic,file,Kotlin,tooling,Gradle settings file naming the root project and included modules.,Unknown,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/src,src,fight-caves-RL/build-logic,directory,Directory,tooling,Source root for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/src/main,main,fight-caves-RL/build-logic/src,directory,Directory,tooling,Main source-set root for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/src/main/kotlin,kotlin,fight-caves-RL/build-logic/src/main,directory,Directory,tooling,Kotlin source tree for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/build-logic/src/main/kotlin/MetadataPlugin.kt; fight-caves-RL/build-logic/src/main/kotlin/ScriptMetadataTask.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/src/main/kotlin/MetadataPlugin.kt,MetadataPlugin.kt,fight-caves-RL/build-logic/src/main/kotlin,file,Kotlin,tooling,Kotlin source file under the enclosing module.,MetadataPlugin; apply,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/build-logic/src/main/kotlin/ScriptMetadataTask.kt,ScriptMetadataTask.kt,fight-caves-RL/build-logic/src/main/kotlin,file,Kotlin,tooling,Kotlin source file under the enclosing module.,ScriptMetadataTask; execute; removeName; createKotlinEnvironment,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc,buildSrc,fight-caves-RL,directory,Directory,tooling,Gradle precompiled script plugin module providing shared build defaults.,Not applicable,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/buildSrc/build.gradle.kts; fight-caves-RL/buildSrc/gradle.properties; fight-caves-RL/buildSrc/settings.gradle.kts,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/build.gradle.kts,build.gradle.kts,fight-caves-RL/buildSrc,file,Kotlin,tooling,Gradle build configuration for the enclosing module.,Unknown,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/gradle.properties,gradle.properties,fight-caves-RL/buildSrc,file,File,tooling,Gradle properties file for build settings.,Unknown,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/settings.gradle.kts,settings.gradle.kts,fight-caves-RL/buildSrc,file,Kotlin,tooling,Gradle settings file naming the root project and included modules.,Unknown,support utility,Unknown,Gradle; Kotlin DSL,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/src,src,fight-caves-RL/buildSrc,directory,Directory,tooling,Source root for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/src/main,main,fight-caves-RL/buildSrc/src,directory,Directory,tooling,Main source-set root for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/src/main/kotlin,kotlin,fight-caves-RL/buildSrc/src/main,directory,Directory,tooling,Kotlin source tree for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/buildSrc/src/main/kotlin/shared.gradle.kts,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/buildSrc/src/main/kotlin/shared.gradle.kts,shared.gradle.kts,fight-caves-RL/buildSrc/src/main/kotlin,file,Kotlin,tooling,Kotlin source file under the enclosing module.,Unknown,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache,cache,fight-caves-RL,directory,Directory,bridge,"Gradle module for cache access plus decoders, encoders, and secure/archive helpers.",Not applicable,support utility,Unknown,Kotlin stdlib; kotlinx; compression libraries,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/cache/build.gradle.kts,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/build.gradle.kts,build.gradle.kts,fight-caves-RL/cache,file,Kotlin,config,Gradle build configuration for the enclosing module.,Unknown,config only,Unknown,Kotlin stdlib; kotlinx; compression libraries,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src,src,fight-caves-RL/cache,directory,Directory,bridge,Source root for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main,main,fight-caves-RL/cache/src,directory,Directory,bridge,Main source-set root for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin,kotlin,fight-caves-RL/cache/src/main,directory,Directory,bridge,Kotlin source tree for the enclosing module.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world,world,fight-caves-RL/cache/src/main/kotlin,directory,Directory,bridge,Contains main-source files or resources for fight-caves-RL/cache/src/main/kotlin.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs,gregs,fight-caves-RL/cache/src/main/kotlin/world,directory,Directory,bridge,Contains main-source files or resources for fight-caves-RL/cache/src/main/kotlin/world.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps,voidps,fight-caves-RL/cache/src/main/kotlin/world/gregs,directory,Directory,bridge,Contains main-source files or resources for fight-caves-RL/cache/src/main/kotlin/world/gregs.,Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,cache,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps,directory,Directory,bridge,"Gradle module for cache access plus decoders, encoders, and secure/archive helpers.",Not applicable,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/Cache.kt; fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/CacheDelegate.kt; fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/CacheLoader.kt,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/Cache.kt,Cache.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,Cache; indexCount; indices; sector; archives; archiveCount,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/CacheDelegate.kt,CacheDelegate.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,CacheDelegate; indexCount; indices; sector; archives; archiveCount,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/CacheLoader.kt,CacheLoader.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,CacheLoader; load; load; load,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/Config.kt,Config.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,Config,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/Definition.kt,Definition.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,Definition,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/DefinitionDecoder.kt,DefinitionDecoder.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,DefinitionDecoder; create; load; readId; load; size,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache/DefinitionEncoder.kt,DefinitionEncoder.kt,fight-caves-RL/cache/src/main/kotlin/world/gregs/voidps/cache,file,Kotlin,bridge,Kotlin source file under the enclosing module.,DefinitionEncoder; Writer; Writer,support utility,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Confirmed,
